order_id,customer_id,product_id,order_date_id,ship_date_id,due_date_id,location_id,quantity,sales_amount,unit_price,unit_cost,days_to_ship,days_to_due
SO59987,2609,268,20130612,20130619,20130624,1,1,5.00,5.00,2.00,7,12
SO61509,10536,319,20130704,20130711,20130716,1,1,5.00,5.00,2.00,7,12
SO61525,2653,147,20130704,20130711,20130716,1,1,2320.00,2320.00,1266.00,7,12
SO61525,2653,148,20130704,20130711,20130716,1,1,2320.00,2320.00,1266.00,7,12
SO61525,2653,268,20130704,20130711,20130716,1,1,5.00,5.00,2.00,7,12
SO61529,12832,273,20130704,20130711,20130716,1,1,9.00,9.00,3.00,7,12
SO61532,12268,268,20130704,20130711,20130716,1,1,5.00,5.00,2.00,7,12
SO61536,6524,20,20130704,20130711,20130716,1,1,50.00,50.00,38.00,7,12
SO61536,6524,21,20130704,20130711,20130716,1,1,50.00,50.00,38.00,7,12
SO61536,6524,22,20130704,20130711,20130716,1,1,50.00,50.00,38.00,7,12
SO61537,13103,176,20130704,20130711,20130716,1,1,1120.00,1120.00,713.00,7,12
SO61537,13103,177,20130704,20130711,20130716,1,1,1120.00,1120.00,713.00,7,12
SO61537,13103,268,20130704,20130711,20130716,1,1,5.00,5.00,2.00,7,12
SO61537,13103,3,20130704,20130711,20130716,1,1,35.00,35.00,13.00,7,12
SO61537,13103,4,20130704,20130711,20130716,1,1,35.00,35.00,13.00,7,12
SO61537,13103,5,20130704,20130711,20130716,1,1,35.00,35.00,13.00,7,12
SO61540,11179,276,20130705,20130712,20130717,1,1,22.00,22.00,8.00,7,12
SO61540,11179,268,20130705,20130712,20130717,1,1,5.00,5.00,2.00,7,12
SO61548,1389,276,20130705,20130712,20130717,1,1,22.00,22.00,8.00,7,12
SO61553,1071,20,20130705,20130712,20130717,1,1,50.00,50.00,38.00,7,12
SO61553,1071,21,20130705,20130712,20130717,1,1,50.00,50.00,38.00,7,12
SO61553,1071,22,20130705,20130712,20130717,1,1,50.00,50.00,38.00,7,12
SO61560,5216,268,20130705,20130712,20130717,1,1,5.00,5.00,2.00,7,12
SO61573,5297,268,20130705,20130712,20130717,1,1,5.00,5.00,2.00,7,12
SO61573,5297,273,20130705,20130712,20130717,1,1,9.00,9.00,3.00,7,12
SO61578,566,281,20130705,20130712,20130717,1,1,54.00,54.00,42.00,7,12
SO61580,4853,147,20130705,20130712,20130717,1,1,2320.00,2320.00,1266.00,7,12
SO61580,4853,148,20130705,20130712,20130717,1,1,2320.00,2320.00,1266.00,7,12
SO61595,15959,268,20130705,20130712,20130717,1,1,5.00,5.00,2.00,7,12
SO61599,10374,319,20130706,20130713,20130718,1,1,5.00,5.00,2.00,7,12
SO61601,6834,268,20130706,20130713,20130718,1,1,5.00,5.00,2.00,7,12
SO61601,6834,3,20130706,20130713,20130718,1,1,35.00,35.00,13.00,7,12
SO61601,6834,4,20130706,20130713,20130718,1,1,35.00,35.00,13.00,7,12
SO61601,6834,5,20130706,20130713,20130718,1,1,35.00,35.00,13.00,7,12
SO61608,16606,257,20130706,20130713,20130718,1,1,24.00,24.00,9.00,7,12
SO61608,16606,258,20130706,20130713,20130718,1,1,24.00,24.00,9.00,7,12
SO61614,226,319,20130706,20130713,20130718,1,1,5.00,5.00,2.00,7,12
SO61614,226,276,20130706,20130713,20130718,1,1,22.00,22.00,8.00,7,12
SO61614,226,268,20130706,20130713,20130718,1,1,5.00,5.00,2.00,7,12
SO61614,226,3,20130706,20130713,20130718,1,1,35.00,35.00,13.00,7,12
SO61614,226,4,20130706,20130713,20130718,1,1,35.00,35.00,13.00,7,12
SO61614,226,5,20130706,20130713,20130718,1,1,35.00,35.00,13.00,7,12
SO61620,3746,319,20130706,20130713,20130718,1,1,5.00,5.00,2.00,7,12
SO61625,11556,268,20130706,20130713,20130718,1,1,5.00,5.00,2.00,7,12
SO61628,1238,329,20130706,20130713,20130718,1,1,21.00,21.00,8.00,7,12
SO61629,17893,20,20130706,20130713,20130718,1,1,50.00,50.00,38.00,7,12
SO61629,17893,21,20130706,20130713,20130718,1,1,50.00,50.00,38.00,7,12
SO61629,17893,22,20130706,20130713,20130718,1,1,50.00,50.00,38.00,7,12
SO61632,388,268,20130706,20130713,20130718,1,1,5.00,5.00,2.00,7,12
SO61658,11006,276,20130707,20130714,20130719,1,1,22.00,22.00,8.00,7,12
SO61658,11006,3,20130707,20130714,20130719,1,1,35.00,35.00,13.00,7,12
SO61658,11006,4,20130707,20130714,20130719,1,1,35.00,35.00,13.00,7,12
SO61658,11006,5,20130707,20130714,20130719,1,1,35.00,35.00,13.00,7,12
SO61662,14004,268,20130707,20130714,20130719,1,1,5.00,5.00,2.00,7,12
SO61669,1215,145,20130707,20130714,20130719,1,1,2320.00,2320.00,1266.00,7,12
SO61669,1215,146,20130707,20130714,20130719,1,1,2320.00,2320.00,1266.00,7,12
SO61686,9480,268,20130707,20130714,20130719,1,1,5.00,5.00,2.00,7,12
SO61694,3540,319,20130707,20130714,20130719,1,1,5.00,5.00,2.00,7,12
SO63315,16454,319,20130731,20130807,20130812,1,1,5.00,5.00,2.00,7,12
SO63315,16454,257,20130731,20130807,20130812,1,1,24.00,24.00,9.00,7,12
SO63315,16454,258,20130731,20130807,20130812,1,1,24.00,24.00,9.00,7,12
SO63319,3244,276,20130731,20130807,20130812,1,1,22.00,22.00,8.00,7,12
SO63331,6412,276,20130731,20130807,20130812,1,1,22.00,22.00,8.00,7,12
SO63331,6412,274,20130731,20130807,20130812,1,1,120.00,120.00,45.00,7,12
SO63332,14736,268,20130731,20130807,20130812,1,1,5.00,5.00,2.00,7,12
SO63334,582,3,20130731,20130807,20130812,1,1,35.00,35.00,13.00,7,12
SO63334,582,4,20130731,20130807,20130812,1,1,35.00,35.00,13.00,7,12
SO63334,582,5,20130731,20130807,20130812,1,1,35.00,35.00,13.00,7,12
SO63336,8741,382,20130731,20130807,20130812,1,1,540.00,540.00,295.00,7,12
SO63336,8741,319,20130731,20130807,20130812,1,1,5.00,5.00,2.00,7,12
SO63337,4997,384,20130731,20130807,20130812,1,1,540.00,540.00,295.00,7,12
SO63337,4997,268,20130731,20130807,20130812,1,1,5.00,5.00,2.00,7,12
SO63342,4391,268,20130731,20130807,20130812,1,1,5.00,5.00,2.00,7,12
SO63353,11255,26,20130731,20130807,20130812,1,1,50.00,50.00,38.00,7,12
SO63353,11255,27,20130731,20130807,20130812,1,1,50.00,50.00,38.00,7,12
SO63353,11255,28,20130731,20130807,20130812,1,1,50.00,50.00,38.00,7,12
SO63354,12337,268,20130731,20130807,20130812,1,1,5.00,5.00,2.00,7,12
SO63358,9829,330,20130731,20130807,20130812,1,1,25.00,25.00,9.00,7,12
SO63364,7302,276,20130801,20130808,20130813,1,1,22.00,22.00,8.00,7,12
SO63376,11342,268,20130801,20130808,20130813,1,1,5.00,5.00,2.00,7,12
SO63378,3080,268,20130801,20130808,20130813,1,1,5.00,5.00,2.00,7,12
SO63383,7668,268,20130801,20130808,20130813,1,1,5.00,5.00,2.00,7,12
SO63384,7072,268,20130801,20130808,20130813,1,1,5.00,5.00,2.00,7,12
SO63389,5547,330,20130801,20130808,20130813,1,1,25.00,25.00,9.00,7,12
SO63393,15848,329,20130801,20130808,20130813,1,1,21.00,21.00,8.00,7,12
SO63401,6425,276,20130801,20130808,20130813,1,1,22.00,22.00,8.00,7,12
SO73468,7391,319,20131219,20131226,20131231,1,1,5.00,5.00,2.00,7,12
SO73478,14079,20,20131219,20131226,20131231,1,1,50.00,50.00,38.00,7,12
SO73478,14079,21,20131219,20131226,20131231,1,1,50.00,50.00,38.00,7,12
SO73478,14079,22,20131219,20131226,20131231,1,1,50.00,50.00,38.00,7,12
SO73483,12875,268,20131219,20131226,20131231,1,1,5.00,5.00,2.00,7,12
SO73488,7371,367,20131219,20131226,20131231,1,1,1701.00,1701.00,1083.00,7,12
SO73488,7371,279,20131219,20131226,20131231,1,1,54.00,54.00,42.00,7,12
SO73496,3165,268,20131219,20131226,20131231,1,1,5.00,5.00,2.00,7,12
SO73507,249,164,20131220,20131227,20140101,1,1,2443.00,2443.00,1555.00,7,12
SO73507,249,165,20131220,20131227,20140101,1,1,2443.00,2443.00,1555.00,7,12
SO73511,4062,145,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73511,4062,146,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73513,10541,268,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73519,7325,329,20131220,20131227,20140101,1,1,21.00,21.00,8.00,7,12
SO73526,10734,268,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73533,5856,268,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73537,3624,319,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73540,3554,319,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73540,3554,276,20131220,20131227,20140101,1,1,22.00,22.00,8.00,7,12
SO73553,1781,276,20131220,20131227,20140101,1,1,22.00,22.00,8.00,7,12
SO73553,1781,268,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73554,7866,147,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73554,7866,148,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73554,7866,319,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73556,7821,276,20131220,20131227,20140101,1,1,22.00,22.00,8.00,7,12
SO73557,7617,145,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73557,7617,146,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73559,2728,147,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73559,2728,148,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73559,2728,276,20131220,20131227,20140101,1,1,22.00,22.00,8.00,7,12
SO73559,2728,273,20131220,20131227,20140101,1,1,9.00,9.00,3.00,7,12
SO73561,7378,268,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73561,7378,3,20131220,20131227,20140101,1,1,35.00,35.00,13.00,7,12
SO73561,7378,4,20131220,20131227,20140101,1,1,35.00,35.00,13.00,7,12
SO73561,7378,5,20131220,20131227,20140101,1,1,35.00,35.00,13.00,7,12
SO73562,2716,145,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73562,2716,146,20131220,20131227,20140101,1,1,2320.00,2320.00,1266.00,7,12
SO73562,2716,268,20131220,20131227,20140101,1,1,5.00,5.00,2.00,7,12
SO73562,2716,26,20131220,20131227,20140101,1,1,50.00,50.00,38.00,7,12
SO73562,2716,27,20131220,20131227,20140101,1,1,50.00,50.00,38.00,7,12
SO73562,2716,28,20131220,20131227,20140101,1,1,50.00,50.00,38.00,7,12
SO73584,4215,330,20131221,20131228,20140102,1,1,25.00,25.00,9.00,7,12
SO73589,2539,319,20131221,20131228,20140102,1,1,5.00,5.00,2.00,7,12
SO73590,8368,268,20131221,20131228,20140102,1,1,5.00,5.00,2.00,7,12
SO73590,8368,281,20131221,20131228,20140102,1,1,54.00,54.00,42.00,7,12
SO73609,3977,20,20131221,20131228,20140102,1,1,50.00,50.00,38.00,7,12
SO73609,3977,21,20131221,20131228,20140102,1,1,50.00,50.00,38.00,7,12
SO73609,3977,22,20131221,20131228,20140102,1,1,50.00,50.00,38.00,7,12
SO73610,89,319,20131221,20131228,20140102,1,1,5.00,5.00,2.00,7,12
SO44954,17993,101,20110619,20110626,20110701,1,1,3578.00,3578.00,NULL,7,12
SO44958,9176,123,20110620,20110627,20110702,1,1,699.00,699.00,NULL,7,12
SO44958,9176,124,20110620,20110627,20110702,1,1,699.00,699.00,NULL,7,12
SO44962,17834,101,20110620,20110627,20110702,1,1,3578.00,3578.00,NULL,7,12
SO44983,11255,101,20110623,20110630,20110705,1,1,3578.00,3578.00,NULL,7,12
SO45021,361,139,20110628,20110705,20110710,1,1,3375.00,3375.00,NULL,7,12
SO45026,14965,135,20110629,20110706,20110711,1,1,3400.00,3400.00,NULL,7,12
SO45034,17825,101,20110630,20110707,20110712,1,1,3578.00,3578.00,NULL,7,12
SO45035,17842,101,20110630,20110707,20110712,1,1,3578.00,3578.00,NULL,7,12
SO45037,14707,123,20110630,20110707,20110712,1,1,699.00,699.00,NULL,7,12
SO45037,14707,124,20110630,20110707,20110712,1,1,699.00,699.00,NULL,7,12
SO45095,397,135,20110704,20110711,20110716,1,1,3400.00,3400.00,NULL,7,12
SO45102,18277,101,20110705,20110712,20110717,1,1,3578.00,3578.00,NULL,7,12
SO45103,18143,101,20110706,20110713,20110718,1,1,3578.00,3578.00,NULL,7,12
SO45104,18145,101,20110706,20110713,20110718,1,1,3578.00,3578.00,NULL,7,12
SO45108,11978,101,20110706,20110713,20110718,1,1,3578.00,3578.00,NULL,7,12
SO45121,18172,101,20110709,20110716,20110721,1,1,3578.00,3578.00,NULL,7,12
SO45153,8092,101,20110714,20110721,20110726,1,1,3578.00,3578.00,NULL,7,12
SO45172,7011,125,20110717,20110724,20110729,1,1,699.00,699.00,NULL,7,12
SO45172,7011,126,20110717,20110724,20110729,1,1,699.00,699.00,NULL,7,12
SO45178,459,138,20110717,20110724,20110729,1,1,3400.00,3400.00,NULL,7,12
SO45181,3932,101,20110718,20110725,20110730,1,1,3578.00,3578.00,NULL,7,12
SO45187,4050,101,20110719,20110726,20110731,1,1,3578.00,3578.00,NULL,7,12
SO45193,11892,101,20110720,20110727,20110801,1,1,3578.00,3578.00,NULL,7,12
SO45233,475,135,20110726,20110802,20110807,1,1,3400.00,3400.00,NULL,7,12
SO45240,18158,101,20110728,20110804,20110809,1,1,3578.00,3578.00,NULL,7,12
SO45243,14718,125,20110728,20110804,20110809,1,1,699.00,699.00,NULL,7,12
SO45243,14718,126,20110728,20110804,20110809,1,1,699.00,699.00,NULL,7,12
SO45249,3931,101,20110730,20110806,20110811,1,1,3578.00,3578.00,NULL,7,12
SO45371,4065,101,20110805,20110812,20110817,1,1,3578.00,3578.00,NULL,7,12
SO45372,17452,139,20110805,20110812,20110817,1,1,3375.00,3375.00,NULL,7,12
SO45394,471,139,20110808,20110815,20110820,1,1,3375.00,3375.00,NULL,7,12
SO45404,220,101,20110810,20110817,20110822,1,1,3578.00,3578.00,NULL,7,12
SO45410,3152,101,20110811,20110818,20110823,1,1,3578.00,3578.00,NULL,7,12
SO45417,17623,101,20110811,20110818,20110823,1,1,3578.00,3578.00,NULL,7,12
SO45425,4059,101,20110813,20110820,20110825,1,1,3578.00,3578.00,NULL,7,12
SO45429,17132,101,20110813,20110820,20110825,1,1,3578.00,3578.00,NULL,7,12
SO45449,3192,101,20110817,20110824,20110829,1,1,3578.00,3578.00,NULL,7,12
SO45489,8605,101,20110824,20110831,20110905,1,1,3578.00,3578.00,NULL,7,12
SO45584,14831,127,20110829,20110905,20110910,1,1,699.00,699.00,NULL,7,12
SO45584,14831,128,20110829,20110905,20110910,1,1,699.00,699.00,NULL,7,12
SO50043,3401,176,20121012,20121019,20121024,1,1,1000.00,1000.00,713.00,7,12
SO50043,3401,177,20121012,20121019,20121024,1,1,1000.00,1000.00,713.00,7,12
SO50075,4173,147,20121015,20121022,20121027,1,1,2071.00,2071.00,1266.00,7,12
SO50075,4173,148,20121015,20121022,20121027,1,1,2071.00,2071.00,1266.00,7,12
SO50078,13254,161,20121015,20121022,20121027,1,1,2443.00,2443.00,NULL,7,12
SO50080,16242,145,20121016,20121023,20121028,1,1,2071.00,2071.00,1266.00,7,12
SO50080,16242,146,20121016,20121023,20121028,1,1,2071.00,2071.00,1266.00,7,12
SO50091,8439,125,20121017,20121024,20121029,1,1,783.00,783.00,NULL,7,12
SO50091,8439,126,20121017,20121024,20121029,1,1,783.00,783.00,NULL,7,12
SO50104,3397,176,20121019,20121026,20121031,1,1,1000.00,1000.00,713.00,7,12
SO50104,3397,177,20121019,20121026,20121031,1,1,1000.00,1000.00,713.00,7,12
SO50109,5271,164,20121020,20121027,20121101,1,1,2182.00,2182.00,1555.00,7,12
SO50109,5271,165,20121020,20121027,20121101,1,1,2182.00,2182.00,1555.00,7,12
SO50115,6767,164,20121021,20121028,20121102,1,1,2182.00,2182.00,1555.00,7,12
SO50115,6767,165,20121021,20121028,20121102,1,1,2182.00,2182.00,1555.00,7,12
SO50126,4138,147,20121021,20121028,20121102,1,1,2071.00,2071.00,1266.00,7,12
SO50126,4138,148,20121021,20121028,20121102,1,1,2071.00,2071.00,1266.00,7,12
SO50135,4040,145,20121022,20121029,20121103,1,1,2071.00,2071.00,1266.00,7,12
SO50135,4040,146,20121022,20121029,20121103,1,1,2071.00,2071.00,1266.00,7,12
SO50151,15970,125,20121023,20121030,20121104,1,1,783.00,783.00,NULL,7,12
SO50151,15970,126,20121023,20121030,20121104,1,1,783.00,783.00,NULL,7,12
SO50169,4044,147,20121025,20121101,20121106,1,1,2071.00,2071.00,1266.00,7,12
SO50169,4044,148,20121025,20121101,20121106,1,1,2071.00,2071.00,1266.00,7,12
SO50171,5291,166,20121026,20121102,20121107,1,1,2182.00,2182.00,1555.00,7,12
SO50171,5291,167,20121026,20121102,20121107,1,1,2182.00,2182.00,1555.00,7,12
SO50173,14124,176,20121026,20121102,20121107,1,1,1000.00,1000.00,713.00,7,12
SO50173,14124,177,20121026,20121102,20121107,1,1,1000.00,1000.00,713.00,7,12
SO50326,10623,145,20121028,20121104,20121109,1,1,2071.00,2071.00,1266.00,7,12
SO50326,10623,146,20121028,20121104,20121109,1,1,2071.00,2071.00,1266.00,7,12
SO50328,404,147,20121028,20121104,20121109,1,1,2071.00,2071.00,1266.00,7,12
SO50328,404,148,20121028,20121104,20121109,1,1,2071.00,2071.00,1266.00,7,12
SO50352,4951,125,20121030,20121106,20121111,1,1,783.00,783.00,NULL,7,12
SO50352,4951,126,20121030,20121106,20121111,1,1,783.00,783.00,NULL,7,12
SO50353,3443,176,20121030,20121106,20121111,1,1,1000.00,1000.00,713.00,7,12
SO50353,3443,177,20121030,20121106,20121111,1,1,1000.00,1000.00,713.00,7,12
SO50356,4603,145,20121030,20121106,20121111,1,1,2071.00,2071.00,1266.00,7,12
SO50356,4603,146,20121030,20121106,20121111,1,1,2071.00,2071.00,1266.00,7,12
SO50359,13277,161,20121030,20121106,20121111,1,1,2443.00,2443.00,NULL,7,12
SO50365,2928,161,20121031,20121107,20121112,1,1,2443.00,2443.00,NULL,7,12
SO50371,5434,164,20121101,20121108,20121113,1,1,2182.00,2182.00,1555.00,7,12
SO50371,5434,165,20121101,20121108,20121113,1,1,2182.00,2182.00,1555.00,7,12
SO50376,6834,176,20121101,20121108,20121113,1,1,1000.00,1000.00,713.00,7,12
SO50376,6834,177,20121101,20121108,20121113,1,1,1000.00,1000.00,713.00,7,12
SO50380,423,147,20121101,20121108,20121113,1,1,2071.00,2071.00,1266.00,7,12
SO50380,423,148,20121101,20121108,20121113,1,1,2071.00,2071.00,1266.00,7,12
SO50423,13363,161,20121104,20121111,20121116,1,1,2443.00,2443.00,NULL,7,12
SO50431,13374,161,20121105,20121112,20121117,1,1,2443.00,2443.00,NULL,7,12
SO50441,10107,113,20121107,20121114,20121119,1,1,783.00,783.00,NULL,7,12
SO50441,10107,114,20121107,20121114,20121119,1,1,783.00,783.00,NULL,7,12
SO50467,4224,147,20121109,20121116,20121121,1,1,2071.00,2071.00,1266.00,7,12
SO50467,4224,148,20121109,20121116,20121121,1,1,2071.00,2071.00,1266.00,7,12
SO50481,4265,145,20121110,20121117,20121122,1,1,2071.00,2071.00,1266.00,7,12
SO50481,4265,146,20121110,20121117,20121122,1,1,2071.00,2071.00,1266.00,7,12
SO50492,13365,161,20121111,20121118,20121123,1,1,2443.00,2443.00,NULL,7,12
SO50502,5428,166,20121113,20121120,20121125,1,1,2182.00,2182.00,1555.00,7,12
SO50502,5428,167,20121113,20121120,20121125,1,1,2182.00,2182.00,1555.00,7,12
SO50512,16421,147,20121115,20121122,20121127,1,1,2071.00,2071.00,1266.00,7,12
SO50512,16421,148,20121115,20121122,20121127,1,1,2071.00,2071.00,1266.00,7,12
SO50518,7139,164,20121116,20121123,20121128,1,1,2182.00,2182.00,1555.00,7,12
SO50518,7139,165,20121116,20121123,20121128,1,1,2182.00,2182.00,1555.00,7,12
SO50542,3445,176,20121118,20121125,20121130,1,1,1000.00,1000.00,713.00,7,12
SO50542,3445,177,20121118,20121125,20121130,1,1,1000.00,1000.00,713.00,7,12
SO50545,4590,145,20121118,20121125,20121130,1,1,2071.00,2071.00,1266.00,7,12
SO50545,4590,146,20121118,20121125,20121130,1,1,2071.00,2071.00,1266.00,7,12
SO50546,4600,145,20121118,20121125,20121130,1,1,2071.00,2071.00,1266.00,7,12
SO50546,4600,146,20121118,20121125,20121130,1,1,2071.00,2071.00,1266.00,7,12
SO50590,16290,145,20121122,20121129,20121204,1,1,2071.00,2071.00,1266.00,7,12
SO50590,16290,146,20121122,20121129,20121204,1,1,2071.00,2071.00,1266.00,7,12
SO50615,13307,164,20121124,20121201,20121206,1,1,2182.00,2182.00,1555.00,7,12
SO50615,13307,165,20121124,20121201,20121206,1,1,2182.00,2182.00,1555.00,7,12
SO50617,16299,145,20121125,20121202,20121207,1,1,2071.00,2071.00,1266.00,7,12
SO50617,16299,146,20121125,20121202,20121207,1,1,2071.00,2071.00,1266.00,7,12
SO50619,16280,145,20121125,20121202,20121207,1,1,2071.00,2071.00,1266.00,7,12
SO50619,16280,146,20121125,20121202,20121207,1,1,2071.00,2071.00,1266.00,7,12
SO52592,6017,268,20130211,20130218,20130223,1,1,5.00,5.00,2.00,7,12
SO52593,6372,319,20130211,20130218,20130223,1,1,5.00,5.00,2.00,7,12
SO52594,3471,319,20130211,20130218,20130223,1,1,5.00,5.00,2.00,7,12
SO52607,5961,276,20130211,20130218,20130223,1,1,22.00,22.00,8.00,7,12
SO52607,5961,3,20130211,20130218,20130223,1,1,35.00,35.00,13.00,7,12
SO52607,5961,4,20130211,20130218,20130223,1,1,35.00,35.00,13.00,7,12
SO52607,5961,5,20130211,20130218,20130223,1,1,35.00,35.00,13.00,7,12
SO52609,2887,319,20130211,20130218,20130223,1,1,5.00,5.00,2.00,7,12
SO52609,2887,276,20130211,20130218,20130223,1,1,22.00,22.00,8.00,7,12
SO52614,10036,268,20130211,20130218,20130223,1,1,5.00,5.00,2.00,7,12
SO52618,5169,319,20130212,20130219,20130224,1,1,5.00,5.00,2.00,7,12
SO52626,22,330,20130212,20130219,20130224,1,1,25.00,25.00,9.00,7,12
SO52626,22,273,20130212,20130219,20130224,1,1,9.00,9.00,3.00,7,12
SO52628,13780,3,20130212,20130219,20130224,1,1,35.00,35.00,13.00,7,12
SO52628,13780,4,20130212,20130219,20130224,1,1,35.00,35.00,13.00,7,12
SO52628,13780,5,20130212,20130219,20130224,1,1,35.00,35.00,13.00,7,12
SO52636,3919,319,20130212,20130219,20130224,1,1,5.00,5.00,2.00,7,12
SO52636,3919,276,20130212,20130219,20130224,1,1,22.00,22.00,8.00,7,12
SO52645,6640,319,20130212,20130219,20130224,1,1,5.00,5.00,2.00,7,12
SO52645,6640,274,20130212,20130219,20130224,1,1,120.00,120.00,45.00,7,12
SO52651,2321,319,20130212,20130219,20130224,1,1,5.00,5.00,2.00,7,12
