product_price_id,product_id,start_date_id,end_date_id,cost,is_current
269,107,20110701,20071228,885.00,0
270,108,20110701,20071228,885.00,0
271,109,20110701,20071228,885.00,0
272,110,20110701,20071228,885.00,0
273,111,20110701,20071228,413.00,0
274,111,20120701,20081227,487.00,0
275,112,20110701,20071228,413.00,0
276,112,20120701,20081227,487.00,0
277,113,20110701,20071228,413.00,0
278,113,20120701,20081227,487.00,0
279,114,20110701,20071228,413.00,0
280,114,20120701,20081227,487.00,0
281,115,20110701,20071228,413.00,0
282,115,20120701,20081227,487.00,0
283,116,20110701,20071228,413.00,0
284,116,20120701,20081227,487.00,0
285,117,20110701,20071228,413.00,0
286,117,20120701,20081227,487.00,0
287,118,20110701,20071228,413.00,0
288,118,20120701,20081227,487.00,0
289,119,20110701,20071228,413.00,0
290,119,20120701,20081227,487.00,0
291,120,20110701,20071228,413.00,0
292,120,20120701,20081227,487.00,0
293,121,20110701,20071228,413.00,0
294,121,20120701,20081227,487.00,0
295,122,20110701,20071228,413.00,0
296,122,20120701,20081227,487.00,0
297,123,20110701,20071228,413.00,0
298,123,20120701,20081227,487.00,0
299,124,20110701,20071228,413.00,0
300,124,20120701,20081227,487.00,0
301,125,20110701,20071228,413.00,0
302,125,20120701,20081227,487.00,0
303,126,20110701,20071228,413.00,0
304,126,20120701,20081227,487.00,0
305,127,20110701,20071228,413.00,0
306,127,20120701,20081227,487.00,0
307,128,20110701,20071228,413.00,0
308,128,20120701,20081227,487.00,0
309,129,20110701,20071228,413.00,0
310,129,20120701,20081227,487.00,0
311,130,20110701,20071228,413.00,0
312,130,20120701,20081227,487.00,0
313,131,20110701,20071228,413.00,0
314,131,20120701,20081227,487.00,0
315,132,20110701,20071228,413.00,0
316,132,20120701,20081227,487.00,0
317,133,20110701,20071228,413.00,0
318,133,20120701,20081227,487.00,0
319,134,20110701,20071228,413.00,0
320,134,20120701,20081227,487.00,0
321,135,20110701,20071228,1912.00,0
322,136,20110701,20071228,1912.00,0
323,137,20110701,20071228,1912.00,0
324,138,20110701,20071228,1912.00,0
325,139,20110701,20071228,1898.00,0
326,140,20110701,20071228,1898.00,0
327,141,20110701,20071228,1898.00,0
328,142,20110701,20071228,1898.00,0
329,143,20120701,20081227,1118.00,0
330,143,20130701,NULL,1266.00,1
331,144,20120701,20081227,1118.00,0
332,144,20130701,NULL,1266.00,1
333,145,20120701,20081227,1118.00,0
334,145,20130701,NULL,1266.00,1
335,146,20120701,20081227,1118.00,0
336,146,20130701,NULL,1266.00,1
337,147,20120701,20081227,1118.00,0
338,147,20130701,NULL,1266.00,1
339,148,20120701,20081227,1118.00,0
340,148,20130701,NULL,1266.00,1
341,149,20120701,20081227,1106.00,0
342,149,20130701,NULL,1252.00,1
343,150,20120701,20081227,1106.00,0
344,150,20130701,NULL,1252.00,1
345,151,20120701,20081227,1106.00,0
346,151,20130701,NULL,1252.00,1
347,152,20120701,20081227,1106.00,0
348,152,20130701,NULL,1252.00,1
349,153,20120701,20081227,1106.00,0
350,153,20130701,NULL,1252.00,1
351,154,20120701,20081227,1106.00,0
352,154,20130701,NULL,1252.00,1
353,155,20120701,20081227,598.00,0
354,156,20120701,20081227,598.00,0
355,157,20120701,20081227,598.00,0
356,158,20120701,20081227,598.00,0
357,159,20120701,20081227,1519.00,0
358,160,20120701,20081227,1519.00,0
359,161,20120701,20081227,1519.00,0
360,162,20120701,20081227,1321.00,0
361,162,20130701,NULL,1555.00,1
362,163,20120701,20081227,1321.00,0
363,163,20130701,NULL,1555.00,1
364,164,20120701,20081227,1321.00,0
365,164,20130701,NULL,1555.00,1
366,165,20120701,20081227,1321.00,0
367,165,20130701,NULL,1555.00,1
368,166,20120701,20081227,1321.00,0
369,166,20130701,NULL,1555.00,1
370,167,20120701,20081227,1321.00,0
371,167,20130701,NULL,1555.00,1
372,168,20120701,20081227,1321.00,0
373,168,20130701,NULL,1555.00,1
374,169,20120701,20081227,1321.00,0
375,169,20130701,NULL,1555.00,1
376,170,20120701,20081227,1321.00,0
377,170,20130701,NULL,1555.00,1
378,171,20120701,20081227,1321.00,0
379,171,20130701,NULL,1555.00,1
380,172,20120701,20081227,606.00,0
381,172,20130701,NULL,713.00,1
382,173,20120701,20081227,606.00,0
383,173,20130701,NULL,713.00,1
384,174,20120701,20081227,606.00,0
385,174,20130701,NULL,713.00,1
386,175,20120701,20081227,606.00,0
387,175,20130701,NULL,713.00,1
388,176,20120701,20081227,606.00,0
389,176,20130701,NULL,713.00,1
390,177,20120701,20081227,606.00,0
391,177,20130701,NULL,713.00,1
392,178,20120701,20081227,606.00,0
393,178,20130701,NULL,713.00,1
394,179,20120701,20081227,606.00,0
395,179,20130701,NULL,713.00,1
396,180,20120701,20081227,606.00,0
397,180,20130701,NULL,713.00,1
398,181,20120701,20081227,606.00,0
399,181,20130701,NULL,713.00,1
400,182,20120701,20081227,66.00,0
401,183,20120701,20081227,78.00,0
402,184,20120701,20081227,102.00,0
403,185,20120701,20081227,15.00,0
404,186,20120701,20081227,45.00,0
405,187,20120701,20081227,55.00,0
406,188,20120701,20081227,18.00,0
407,188,20130701,NULL,20.00,1
408,189,20120701,20081227,18.00,0
409,189,20130701,NULL,20.00,1
410,190,20120701,20081227,25.00,0
411,190,20130701,NULL,27.00,1
412,191,20120701,20081227,25.00,0
413,191,20130701,NULL,27.00,1
414,192,20120701,20081227,49.00,0
415,192,20130701,NULL,53.00,1
416,193,20120701,20081227,49.00,0
417,193,20130701,NULL,53.00,1
418,194,20120701,20081227,18.00,0
419,194,20130701,NULL,20.00,1
420,195,20120701,20081227,18.00,0
421,195,20130701,NULL,20.00,1
422,196,20120701,20081227,25.00,0
423,196,20130701,NULL,27.00,1
424,197,20120701,20081227,25.00,0
425,197,20130701,NULL,27.00,1
426,198,20120701,20081227,49.00,0
427,198,20130701,NULL,53.00,1
428,199,20120701,20081227,49.00,0
429,199,20130701,NULL,53.00,1
430,200,20120701,20081227,186.00,0
431,201,20120701,20081227,27.00,0
432,202,20120701,20081227,93.00,0
433,203,20120701,20081227,133.00,0
434,204,20120701,20081227,38.00,0
435,205,20120701,20081227,110.00,0
436,206,20120701,20081227,147.00,0
437,207,20120701,20081227,97.00,0
438,208,20120701,20081227,300.00,0
439,208,20130701,NULL,361.00,1
440,209,20120701,20081227,300.00,0
441,209,20130701,NULL,361.00,1
442,210,20120701,20081227,39.00,0
443,211,20120701,20081227,105.00,0
444,212,20120701,20081227,145.00,0
445,213,20120701,20081227,50.00,0
446,214,20120701,20081227,122.00,0
447,215,20120701,20081227,159.00,0
448,216,20120701,20081227,109.00,0
449,217,20120701,20081227,186.00,0
450,218,20120701,20081227,186.00,0
451,219,20120701,20081227,186.00,0
452,220,20120701,20081227,300.00,0
453,220,20130701,NULL,361.00,1
454,221,20120701,20081227,300.00,0
455,221,20130701,NULL,361.00,1
456,222,20120701,20081227,300.00,0
457,222,20130701,NULL,361.00,1
458,223,20120701,20081227,300.00,0
459,223,20130701,NULL,361.00,1
460,224,20120701,20081227,300.00,0
461,224,20130701,NULL,361.00,1
462,225,20120701,20081227,300.00,0
463,225,20130701,NULL,361.00,1
464,226,20120701,20081227,300.00,0
465,226,20130701,NULL,361.00,1
466,227,20120701,20081227,300.00,0
467,227,20130701,NULL,361.00,1
468,228,20120701,20081227,722.00,0
469,228,20130701,NULL,869.00,1
470,229,20120701,20081227,722.00,0
471,229,20130701,NULL,869.00,1
472,230,20120701,20081227,722.00,0
473,230,20130701,NULL,869.00,1
474,231,20120701,20081227,722.00,0
475,231,20130701,NULL,869.00,1
476,232,20120701,20081227,722.00,0
477,232,20130701,NULL,869.00,1
478,233,20120701,20081227,722.00,0
479,233,20130701,NULL,869.00,1
480,234,20120701,20081227,722.00,0
481,234,20130701,NULL,869.00,1
482,235,20120701,20081227,722.00,0
483,235,20130701,NULL,869.00,1
484,236,20120701,20081227,25.00,0
485,237,20120701,20081227,52.00,0
486,238,20120701,20081227,10.00,0
487,239,20120701,20081227,8.00,0
488,240,20120701,20081227,10.00,0
489,241,20120701,20081227,6.00,0
490,242,20120701,20081227,14.00,0
491,243,20120701,20081227,19.00,0
492,244,20120701,20081227,25.00,0
493,245,20120701,20081227,25.00,0
494,246,20120701,20081227,25.00,0
495,247,20120701,20081227,31.00,0
496,248,20120701,20081227,31.00,0
497,249,20120701,20081227,31.00,0
498,250,20120701,20081227,37.00,0
499,251,20120701,20081227,37.00,0
500,252,20120701,20081227,37.00,0
501,253,20120701,20081227,10.00,0
502,253,20130701,NULL,9.00,1
503,254,20120701,20081227,10.00,0
504,254,20130701,NULL,9.00,1
505,255,20120701,20081227,10.00,0
506,255,20130701,NULL,9.00,1
507,256,20120701,20081227,10.00,0
508,256,20130701,NULL,9.00,1
509,257,20120701,20081227,10.00,0
510,257,20130701,NULL,9.00,1
511,258,20120701,20081227,10.00,0
512,258,20130701,NULL,9.00,1
513,259,20120701,20081227,16.00,0
514,260,20120701,20081227,16.00,0
515,261,20120701,20081227,16.00,0
516,262,20130701,NULL,24.00,1
517,263,20130701,NULL,24.00,1
518,264,20130701,NULL,24.00,1
519,265,20130701,NULL,26.00,1
520,266,20130701,NULL,26.00,1
521,267,20130701,NULL,26.00,1
522,268,20130701,NULL,2.00,1
523,269,20130701,NULL,4.00,1
524,270,20130701,NULL,3.00,1
525,271,20130701,NULL,1.00,1
526,272,20130701,NULL,3.00,1
527,273,20130701,NULL,3.00,1
528,274,20130701,NULL,45.00,1
529,275,20130701,NULL,3.00,1
530,276,20130701,NULL,8.00,1
531,277,20130701,NULL,59.00,1
532,278,20130701,NULL,21.00,1
533,279,20130701,NULL,42.00,1
534,280,20130701,NULL,42.00,1
535,281,20130701,NULL,42.00,1
536,282,20130701,NULL,42.00,1
537,283,20130701,NULL,602.00,1
538,284,20130701,NULL,200.00,1
539,285,20130701,NULL,602.00,1
540,286,20130701,NULL,602.00,1
541,287,20130701,NULL,602.00,1
542,288,20130701,NULL,602.00,1
543,289,20130701,NULL,602.00,1
544,290,20130701,NULL,602.00,1
545,291,20130701,NULL,602.00,1
546,292,20130701,NULL,54.00,1
547,293,20130701,NULL,200.00,1
548,294,20130701,NULL,200.00,1
549,295,20130701,NULL,200.00,1
550,296,20130701,NULL,200.00,1
551,297,20130701,NULL,200.00,1
552,298,20130701,NULL,200.00,1
553,299,20130701,NULL,200.00,1
554,300,20130701,NULL,200.00,1
555,301,20130701,NULL,200.00,1
556,302,20130701,NULL,199.00,1
557,303,20130701,NULL,199.00,1
558,304,20130701,NULL,199.00,1
559,305,20130701,NULL,47.00,1
560,306,20130701,NULL,12.00,1
561,307,20130701,NULL,17.00,1
562,308,20130701,NULL,23.00,1
563,309,20130701,NULL,12.00,1
564,310,20130701,NULL,17.00,1
565,311,20130701,NULL,23.00,1
566,312,20130701,NULL,12.00,1
567,313,20130701,NULL,17.00,1
568,314,20130701,NULL,23.00,1
569,315,20130701,NULL,145.00,1
570,316,20130701,NULL,145.00,1
571,317,20130701,NULL,145.00,1
572,318,20130701,NULL,145.00,1
573,319,20130701,NULL,2.00,1
574,320,20130701,NULL,1.00,1
575,321,20130701,NULL,2.00,1
576,322,20130701,NULL,137.00,1
577,323,20130701,NULL,137.00,1
578,324,20130701,NULL,137.00,1
579,325,20130701,NULL,137.00,1
580,326,20130701,NULL,9.00,1
581,327,20130701,NULL,11.00,1
582,328,20130701,NULL,13.00,1
583,329,20130701,NULL,8.00,1
584,330,20130701,NULL,9.00,1
585,331,20130701,NULL,12.00,1
586,332,20130701,NULL,11.00,1
587,333,20130701,NULL,199.00,1
588,334,20130701,NULL,137.00,1
589,335,20130701,NULL,145.00,1
590,336,20130701,NULL,41.00,1
591,337,20130701,NULL,20.00,1
592,338,20130701,NULL,41.00,1
593,339,20130701,NULL,47.00,1
594,340,20130701,NULL,78.00,1
595,341,20130701,NULL,114.00,1
596,342,20130701,NULL,180.00,1
597,343,20130701,NULL,9.00,1
598,344,20130701,NULL,755.00,1
599,345,20130701,NULL,1482.00,1
600,346,20130701,NULL,1482.00,1
601,347,20130701,NULL,1482.00,1
602,348,20130701,NULL,1482.00,1
603,349,20130701,NULL,461.00,1
604,350,20130701,NULL,461.00,1
605,351,20130701,NULL,461.00,1
606,352,20130701,NULL,461.00,1
607,353,20130701,NULL,461.00,1
608,354,20130701,NULL,461.00,1
609,355,20130701,NULL,461.00,1
610,356,20130701,NULL,461.00,1
611,357,20130701,NULL,1482.00,1
612,358,20130701,NULL,1482.00,1
613,359,20130701,NULL,1482.00,1
614,360,20130701,NULL,1482.00,1
615,361,20130701,NULL,755.00,1
616,362,20130701,NULL,755.00,1
617,363,20130701,NULL,755.00,1
618,364,20130701,NULL,1083.00,1
619,365,20130701,NULL,1083.00,1
620,366,20130701,NULL,1083.00,1
621,367,20130701,NULL,1083.00,1
622,368,20130701,NULL,344.00,1
623,369,20130701,NULL,461.00,1
624,370,20130701,NULL,461.00,1
625,371,20130701,NULL,420.00,1
626,372,20130701,NULL,420.00,1
627,373,20130701,NULL,420.00,1
628,374,20130701,NULL,420.00,1
629,375,20130701,NULL,308.00,1
630,376,20130701,NULL,308.00,1
631,377,20130701,NULL,308.00,1
632,378,20130701,NULL,308.00,1
633,379,20130701,NULL,308.00,1
634,380,20130701,NULL,295.00,1
635,381,20130701,NULL,295.00,1
636,382,20130701,NULL,295.00,1
637,383,20130701,NULL,295.00,1
638,384,20130701,NULL,295.00,1
639,385,20130701,NULL,24.00,1
640,386,20130701,NULL,45.00,1
641,387,20130701,NULL,54.00,1
642,388,20130701,NULL,344.00,1
643,389,20130701,NULL,344.00,1
644,390,20130701,NULL,344.00,1

(644 rows affected)
